environment	category	alpha_env	alpha_env_se	alpha_env_ci99_low	alpha_env_ci99_high	beta_env_log	beta_env_log_se	n_genomes_used	r_squared	p_value
Aquatic	0003887	0.3681397640213991	0.03261934804382215	0.28411232346051324	0.45216720458228493	-1.0348932860253486	0.26704404982042246	598	0.17608122321605235	0.0
Aquatic	0003899	0.09056021080049854	0.03201661931265544	0.008085399451098124	0.17303502214989896	0.8887785577925547	0.2621097046858217	598	0.01324605388348854	0.00613738850011325
Aquatic	0003911	0.0773599051431537	0.019274924822306205	0.027707698800892917	0.1270121114854145	-0.6009952361558591	0.1578543388012424	583	0.026976987499109484	3.518869033403149e-05
Aquatic	0003916	0.2277028120018125	0.05574912375101333	0.08409306921920215	0.3713125547844228	-1.516271144918219	0.45632317330178834	597	0.027273109289849273	2.4412905119897133e-05
Aquatic	0003918	0.28475064692030233	0.04204969584381128	0.17643063042664447	0.3930706634139602	-1.1532808966990709	0.34424725646762455	598	0.07144396950000453	2.0961010704922955e-13
Aquatic	0003922	-0.004864567735513628	0.0064181251255069115	-0.021397658058819435	0.011668522587792178	0.0432909650478989	0.05254411708629053	595	0.0009678252146928523	1.3063050718973432
Aquatic	0003924	0.30041010726594125	0.021645388616599797	0.24465158618958016	0.35616862834230234	0.2559630113094826	0.17720379415150264	598	0.24424814239966408	0.0
Aquatic	0003937	0.01057759070903241	0.006838589054201351	-0.007038614694590269	0.02819379611265509	-0.08293514240930279	0.05603847159828678	565	0.004231462615424397	0.2180408882709075
Aquatic	0003938	0.11986048781824245	0.03342030130253339	0.03376979166291644	0.20595118397356846	-0.9127611489941614	0.2736660457923595	595	0.02123035031938969	0.0002777929726152095
Aquatic	0004018	-0.004077491749613074	0.010429046210190893	-0.030942714787064812	0.022787731287838668	0.042745639788630115	0.08539653839640154	591	0.00025945915972924727	1.0927292870683774
Aquatic	0004019	0.11655163525750878	0.021092634909431557	0.06221700773081309	0.17088626278420446	-0.9151990372937634	0.1727921378314753	591	0.04928449957519232	3.6150438198490065e-09
Aquatic	0004045	0.15219881983821731	0.03597952115852166	0.05951557333386551	0.24488206634256912	-0.6570332670672967	0.2945199317643295	597	0.029196198916051075	1.12877887683549e-05
Aquatic	0004073	0.09315897366842846	0.027517251183459598	0.022274534619836528	0.1640434127170204	-0.6917189340831664	0.22536677891713858	594	0.018992833776020346	0.0006778522908024165
Aquatic	0004088	-0.045135292130462794	0.030789186809168794	-0.12444823735088162	0.034177653089956024	0.442759513764804	0.2522567322930635	587	0.0036600561979722723	1.7454084615170964
Aquatic	0004107	0.0382937139718528	0.01303616817073624	0.004712544764036243	0.07187488317966936	-0.29976706709316314	0.1067522045465836	591	0.014438546766584737	0.004114147163526427
Aquatic	0004140	-0.01157069282169003	0.007324407806224871	-0.030438367330525302	0.007296981687145239	0.09929166841583112	0.059962557206321765	598	0.0041697761214566365	1.7958180176876244
Aquatic	0004190	0.3328879805417147	0.05676245019298052	0.18666790884459689	0.4791080522388325	-1.7530330254397346	0.4646958166331089	598	0.05455849308386862	3.0968649866736087e-10
Aquatic	0004222	0.5997949159232622	0.0426995134659344	0.48980096923501515	0.7097888626115092	-2.8071738065801326	0.3495671031188607	598	0.24872196459787665	0.0
Aquatic	0004252	0.6787179578681888	0.040520849385270084	0.574336249851733	0.7830996658846445	-3.2475733960075437	0.33173108510534083	598	0.32006728085209935	0.0
Aquatic	0004326	0.010942810082890105	0.01469971020191919	-0.02692364339725373	0.048809263563033944	-0.07081435724268852	0.1203807178080835	592	0.0009383836672485213	0.7027224469284643
Aquatic	0004332	0.22938706830850375	0.05046032308017445	0.09940127605397436	0.35937286056303314	-1.650545527060339	0.4133078309075052	559	0.03577351933631567	1.934193230468395e-06
Aquatic	0004356	0.6529129551666257	0.07275752952394944	0.465489559112932	0.8403363512203195	-4.783963893336604	0.5956715679007167	593	0.11991944946678634	0.0
Aquatic	0004360	0.10909952513920636	0.02246576297438643	0.05122771971718691	0.16697133056122582	-0.8487897643695606	0.18384610306406116	585	0.038878810817090104	3.017842162833517e-07
Aquatic	0004372	0.2618238219897666	0.035467837180657324	0.17045867341239335	0.3531889705671399	-2.035926607932775	0.2904326939056327	591	0.08468458897472997	8.881784197001252e-16
Aquatic	0004385	0.0007344328801040646	0.008339421701422371	-0.020747917422759964	0.022216783182968096	-7.409851819642835e-05	0.0682782131515995	584	1.3326115724465737e-05	0.9950746087002729
Aquatic	0004386	0.9047158920020183	0.07777177841124401	0.7043757908146537	1.1050559931893829	-5.776117699457696	0.6371512750272327	592	0.18657235537331407	0.0
Aquatic	0004478	0.04336626909653254	0.027009593766351925	-0.026210444445590016	0.1129429826386551	-0.29867322635326143	0.22120168048918146	595	0.004328420383963083	0.1937571944894605
Aquatic	0004479	0.06543614117259948	0.02603701478714263	-0.0016352089190799363	0.1325074912642789	-0.47203710384517156	0.2131566168843047	598	0.010486449458860125	0.017935181727907867
Aquatic	0004518	0.44909620029263747	0.06971918537480716	0.2694995787671342	0.6286928218181407	-2.2943718480340864	0.571093705138054	590	0.0659148537955484	3.3728575488112256e-12
Aquatic	0004519	1.007434939622167	0.10399619679411279	0.7395407366805323	1.2753291425638014	-6.495267999965119	0.8515959421545404	593	0.1370277299934214	0.0
Aquatic	0004523	0.05547069777263043	0.041319634963917606	-0.05096868189442133	0.1619100774396822	0.18361865868093186	0.3381970676522903	596	0.003024907989104042	0.3174782204136579
Aquatic	0004525	0.06971015860245293	0.01693851182957833	0.026076552129459155	0.1133437650754467	-0.5483101655511264	0.13871493804976817	587	0.028137820430959692	2.075845422755407e-05
Aquatic	0004526	0.0	0.0	0.0	0.0	0.0	0.0	584	0.0	
Aquatic	0004540	0.35451207094275633	0.07040737796386952	0.17314266530782843	0.5358814765776843	-1.5505097341804948	0.576402426052467	598	0.040802564643121264	9.782500098864944e-08
Aquatic	0004553	1.1609409487724973	0.13834811487228613	0.8045562048614883	1.5173256926835064	-7.747010307776173	1.1338736074238323	586	0.10760181553848636	0.0
Aquatic	0004588	0.005188023287244729	0.011074310178324085	-0.023339399732118116	0.033715446306607576	-0.033387976384628995	0.0907191067059374	579	0.00038021521929254565	0.8696039243169826
Aquatic	0004590	0.05836278169011274	0.01405471341996671	0.02215783992027849	0.09456772345994699	-0.4600031667253924	0.11507584856636485	594	0.0283032951433545	1.7079739176750763e-05
Aquatic	0004595	0.0053931267441030845	0.007344200202701841	-0.01352553297805686	0.02431178646626303	-0.03947630809877684	0.06012666901290653	597	0.0009054862244554096	0.7094261602934746
Aquatic	0004634	0.06933698905679214	0.021956194102773354	0.012777833048047978	0.1258961450655363	-0.523653240668107	0.17974825811879863	598	0.016457456829719885	0.0017487342790818428
Aquatic	0004637	0.013573156671518554	0.012681151246770614	-0.01909348894016255	0.046239802283199655	-0.09867673250746399	0.10388545685702213	590	0.0019445615708540975	0.48223164985190015
Aquatic	0004638	0.11939332303471413	0.04573073930644752	0.0015909385813053234	0.23719570748812294	-0.5225229201852661	0.3744874705944771	582	0.011615596708971943	0.0130451249570942
Aquatic	0004643	0.01057759070903241	0.006838589054201351	-0.007038614694590269	0.02819379611265509	-0.08293514240930279	0.05603847159828678	565	0.004231462615424397	0.2180408882709075
Aquatic	0004644	0.09757461947177887	0.04319688228562863	-0.013700549296000494	0.20884978823955824	-0.5734861742109424	0.3538629020631869	587	0.00864652484821371	0.038842237588456285
Aquatic	0004654	0.003769167679795801	0.003675877934928551	-0.005699893880580146	0.01323822924017175	-0.029674951527532866	0.03009322347798312	598	0.0017609905759755629	0.5120447613672163
Aquatic	0004673	1.3423104525745189	0.11561753702201048	1.0444796772058198	1.640141227943218	-8.78218373115721	0.9471287555557147	578	0.1896343677445257	0.0
Aquatic	0004743	0.2604903647920427	0.04083633694633766	0.15529596081827685	0.3656847687658085	-1.9774721084319267	0.3349049437810434	570	0.06684877676061185	5.622835530516568e-12
Aquatic	0004750	0.018277556276107835	0.019711245565903018	-0.03249861230165833	0.06905372485387401	-0.11686939924432531	0.16136959070586032	598	0.0014405746829628807	0.5784638964047435
Aquatic	0004791	0.018690344497673032	0.025919816926488027	-0.048079103904960126	0.0854597929003062	-0.1028186324895333	0.2121211803485736	567	0.0009194387736010112	0.7181926434172636
Aquatic	0004807	0.019649421575849285	0.024890137126934244	-0.04446757166313332	0.0837664148148319	-0.11343176929133923	0.20406239780122362	582	0.0010733727329620413	0.672497123069105
Aquatic	0004812	0.13006681359238897	0.041740817831360785	0.022542466858803595	0.23759116032597435	0.058741485743023514	0.3417185721041464	598	0.016030478301132356	0.002067402716507516
Aquatic	0004813	0.13628114245713568	0.030830585687315202	0.056861553726611724	0.21570073118765964	-1.0220440695692563	0.25242146482288536	595	0.031898778707552644	3.960756529863829e-06
Aquatic	0004814	0.09665955750650856	0.021278888106772427	0.041845141743462794	0.15147397326955434	-0.7524633264841786	0.1742649084512904	589	0.033958570053800874	1.97239116950243e-06
Aquatic	0004817	0.02127389006548159	0.018739043800264685	-0.026997886764000237	0.06954566689496341	-0.14505550191824682	0.15341048936545829	598	0.0021578167923292924	0.44021107266689175
Aquatic	0004818	-0.13006353380542424	0.03627643224600525	-0.22351162327113377	-0.03661544433971471	1.2039660767397906	0.29698341508833814	598	0.021112919887812387	1.9997207928325162
Aquatic	0004820	0.008619327494736345	0.04324174585838978	-0.10277140983647573	0.12001006482594842	0.38164006968696523	0.35399950839961314	592	6.733782231915786e-05	0.9750230464947567
Aquatic	0004821	-0.002893950513513762	0.008973362948003254	-0.026009333467570145	0.02022143244054262	0.030628911240997522	0.07346201950216939	598	0.00017448162199396045	1.064069736103217
Aquatic	0004822	0.021569200262446034	0.009751464050128765	-0.003550571130685666	0.046688971655577734	-0.16820781260545453	0.07980509575314075	593	0.008210328573868275	0.04439426225850829
Aquatic	0004823	-0.0045626758838255305	0.0037108038374872687	-0.014121706569192734	0.004996354801541673	0.038495999849622375	0.03038045251492666	593	0.0025515625404485265	1.6180484467809204
Aquatic	0004824	0.14934343852285764	0.03633608426182491	0.05574168546439667	0.2429451915813186	-1.0761525665390224	0.29747176684395976	598	0.02756206036849329	2.1356553005169587e-05
Aquatic	0004825	0.02975440590178056	0.014574817009759424	-0.007790322715359715	0.06729913451892083	-0.22481673659567755	0.11934205533651752	595	0.006979109886158463	0.07042270290139152
Aquatic	0004826	0.02713640737069507	0.010130200208924522	0.0010410116325055008	0.05323180310888464	0.4667155587268321	0.08293267191142527	598	0.011896651903258615	0.010376221722031342
Aquatic	0004827	0.06626833675842483	0.018260816472169872	0.019228473526115245	0.11330819999073442	-0.511813461020167	0.14952066184273613	593	0.021797812204585765	0.0002284914430363827
Aquatic	0004828	0.03961584454317907	0.010216867143419916	0.013297194781729364	0.06593449430462878	-0.3148085837067162	0.08364218606670755	598	0.024605731749060777	6.968298945286833e-05
Aquatic	0004829	0.11341917034633307	0.01991520763297915	0.062117595483778786	0.16472074520888735	-0.8912266735016359	0.16303936216568785	598	0.05161113855999688	1.0778946624157015e-09
Aquatic	0004830	0.16607976327729235	0.02618420048374774	0.09862926283115817	0.23353026372342653	-1.289085897841675	0.21436157856668614	598	0.06323250023784832	7.534861623526012e-12
Aquatic	0004831	0.0890107751755155	0.021105240998791797	0.03464367436262784	0.14337787598840318	-0.6864337983316433	0.17278178034648975	598	0.02897922696078592	1.2084298337100563e-05
Aquatic	0004832	0.004430944678906151	0.0037047934676324927	-0.00511260329371515	0.013974492651527452	-0.03508798315660488	0.030334101275067218	595	0.0024063767466068198	0.4022683346288982
Aquatic	0005047	0.0	0.0	0.0	0.0	0.0	0.0	596	0.0	
Aquatic	0005048	0.0	0.0	0.0	0.0	0.0	0.0	594	0.0	
Aquatic	0005215	1.1983020542030876	0.09939405286521118	0.9422629740223036	1.4543411343838715	-8.191259070512963	0.8148159801869796	569	0.20404174935720842	0.0
Aquatic	0005506	1.003403084316705	0.07602624459041395	0.8075594782517986	1.1992466903816112	-6.437986901221247	0.6226447572773051	595	0.2270495911339322	0.0
Aquatic	0005515	1.072983883059589	0.057595545912693384	0.9246177567884909	1.2213500093306873	-5.527024533436963	0.47151610177741354	598	0.3680169222616594	0.0
Aquatic	0005524	0.7169005397574667	0.024986701880243285	0.65253479571396	0.7812662838009734	-0.541886260486752	0.20455804489996418	598	0.5800420572237477	0.0
Aquatic	0005525	0.2592429334630509	0.03750497736498171	0.16263011177085798	0.3558557551552438	1.1539605524453584	0.3070411165334387	598	0.07421630156833359	6.17284001691587e-14
Aquatic	0005694	0.39841328389350744	0.07425690748732953	0.20712749020614654	0.5896990775808684	-2.688983305626622	0.6077922668874233	575	0.0478355995272185	1.0990135912436472e-08
Aquatic	0005737	0.25184929895654157	0.01920430886844239	0.20237899931143397	0.30131959860164914	1.8332438352090867	0.15721946396173878	598	0.2239405978300505	0.0
Aquatic	0005829	0.9825458173986447	0.08455237649276283	0.7647388955532877	1.2003527392440017	-6.731537886030629	0.6928801623748672	585	0.18806454815410956	0.0
Aquatic	0005840	0.04932438033639868	0.006052296849938583	0.03373366365095689	0.06491509702184046	3.029590536954838	0.04954819634505497	598	0.10026538035383759	0.0
Aquatic	0005854	-0.006002808143460675	0.005404608064191581	-0.019925078516818188	0.007919462229896836	0.05153768794531807	0.04424541682377679	570	0.0021671550078480317	1.5440377611068457
Aquatic	0005886	0.7994170006903201	0.054153006105288226	0.6599188569630976	0.9389151444175425	-2.6387865610883297	0.4433331420627542	598	0.2677433462508785	0.0
Aquatic	0005975	0.7750331017585609	0.06905200763369711	0.5971551300941571	0.9529110734229647	-3.2318125392208055	0.5653064476322537	598	0.17448781753221798	0.0
Aquatic	0006006	0.7257085789533582	0.05684237103626333	0.5792826311639439	0.8721345267427725	-5.008148120481358	0.4653586688317013	597	0.21503667819791805	0.0
Aquatic	0006094	0.6074802975188002	0.06576541759966738	0.438068581782057	0.7768920132555434	-3.869208665709398	0.5386101024888587	590	0.1267200645427401	0.0
Aquatic	0006096	0.29653798784836444	0.031295509104144394	0.2159207563960885	0.3771552193006404	-0.3215595443026458	0.2562062086935371	598	0.13092108206692288	0.0
Aquatic	0006098	0.9277617147291767	0.08031894926080319	0.7208601014333477	1.1346633280250056	-6.540957916840794	0.6575452537895872	598	0.1829179298831296	0.0
Aquatic	0006139	0.5244923635400602	0.06349847797046261	0.36092028428814854	0.688064442791972	-3.725778033913835	0.5195778717086362	556	0.10964866695152731	0.0
Aquatic	0006163	0.08082306733547145	0.02225186584187838	0.02350226092679275	0.13814387374415016	-0.6166241516790454	0.18218501154743538	584	0.022165631258206697	0.00022513439020466208
Aquatic	0006164	0.0684006539797449	0.027037272265507596	-0.0012473593762026697	0.1380486673356925	0.7891913227641266	0.22134540126855712	598	0.01062452784297685	0.01700062357557508
Aquatic	0006177	-0.00966904834905912	0.008266230855782656	-0.030962859033555244	0.011624762335437003	0.08492541551130968	0.06767424963754451	595	0.0023019550120153554	1.5814792565476694
Aquatic	0006189	0.1056280155314068	0.035220675113122164	0.014899556440004097	0.1963564746228095	0.8857528287865221	0.2884167071915502	594	0.01496554725683985	0.0032604497073815963
Aquatic	0006207	0.03738830603820118	0.041698521955509764	-0.07002708651919198	0.14480369859559433	0.6547578798171247	0.34156962042610295	590	0.0013653988691521013	0.5994085267394775
Aquatic	0006221	-0.03717761208313405	0.04034529376848559	-0.14110708883075293	0.06675186466448485	1.3765498156151885	0.33029386806434197	598	0.0014226977662014084	1.4175877356485658
Aquatic	0006260	0.27631580829555336	0.024378803892355003	0.21351600946884686	0.33911560712225985	0.4498962216305178	0.19958138073287893	598	0.1773245794585795	0.0
Aquatic	0006261	0.24232145408301506	0.05979501511519139	0.08828949514628204	0.3963534130197481	-1.6017356189731071	0.49063285085789476	569	0.02814946794348472	2.8797057880725063e-05
Aquatic	0006265	0.23434391183626285	0.044672187419029764	0.11926835704484218	0.34941946662768353	-0.2706540221981826	0.3657167465973918	598	0.04413500798120129	2.4633705297816277e-08
Aquatic	0006269	0.06480158723483546	0.023091605118479467	0.0053176124496323585	0.12428556202003857	-0.48569766543206305	0.18906098581001662	595	0.013106258937622073	0.006647431246023405
Aquatic	0006275	0.07702875707982654	0.025386266633011342	0.011633734233189322	0.14242377992646377	-0.5763143406463002	0.20787075946667882	590	0.015416414240839282	0.0028477593590108263
Aquatic	0006281	0.41168770968680446	0.022410991411780944	0.35395699581005674	0.4694184235635522	-0.21982004411199751	0.18347153655715537	598	0.36151063273409123	0.0
Aquatic	0006284	0.505126814313125	0.06736314465196594	0.33159935368966076	0.6786542749365893	-3.0441552471629985	0.5524640704754574	568	0.09036625287494615	4.440892098500626e-16
Aquatic	0006289	0.03183029370804503	0.019892608446432543	-0.019413065649965207	0.08307365306605527	0.9149624399249269	0.1628543499364445	598	0.004277498688149195	0.19593667640181378
Aquatic	0006310	0.7854912750465198	0.042663419294112985	0.6755903069448848	0.8953922431481549	-3.3682435030055844	0.3492716118109058	598	0.3625517924292586	0.0
Aquatic	0006351	0.3161470533420519	0.037086163824043124	0.2206130953313168	0.411681011352787	-1.0081249381990942	0.3036124255632323	598	0.10867826333372044	0.0
Aquatic	0006352	1.435978496660464	0.08101604824676437	1.2272811563767991	1.644675836944129	-9.492019876718011	0.6634373373399501	595	0.3463130636501123	0.0
Aquatic	0006353	0.06916630263804449	0.023184605104939675	0.009442759887719886	0.1288898453883691	0.5875978607366273	0.18980486159296237	598	0.014713165995780209	0.0034619884137203627
Aquatic	0006355	1.5530888477343512	0.048538001396643965	1.4280549561365963	1.678122739332106	-8.313105093194753	0.3973649150110462	598	0.6320606747964727	0.0
Aquatic	0006364	0.20674042504344334	0.03612378479646182	0.11368555540775768	0.299795294679129	0.40961665864589025	0.2957337398015705	598	0.05209350241201338	8.793459294054173e-10
Aquatic	0006396	0.30621100044540883	0.05118846737839301	0.17434950847866842	0.43807249241214924	-0.7322887621945116	0.4190634225571398	598	0.0566406491950705	1.2771184110249578e-10
Aquatic	0006400	0.1804291098856409	0.038875640734141445	0.08028545935449254	0.28057276041678925	0.6433660170609194	0.3182622941164236	598	0.03488129237790705	1.1077482007237904e-06
Aquatic	0006402	0.014464475206116816	0.060888667719810226	-0.14238473284011433	0.17131368325234797	0.6640166615341329	0.4984758246616047	598	9.467712036581588e-05	0.9647113860590495
Aquatic	0006412	0.045654523095565905	0.004078517547789984	0.035148261892458905	0.056160784298672904	3.691162554180044	0.03338950373141412	598	0.17371805362259596	0.0
Aquatic	0006413	0.08849648346663326	0.016081841331593884	0.04706966019644741	0.12992330673681912	0.4322109880307201	0.13165683238024256	598	0.048351588746122554	4.24323820524819e-09
Aquatic	0006414	0.07507775184149137	0.02631122541388792	0.007300035175316091	0.14285546850766667	0.9955440517402495	0.21540149057618485	598	0.01347724782435622	0.005608517640962374
Aquatic	0006415	0.4073941284237525	0.031792109859517234	0.3254976534256361	0.4892906034218689	-1.9255388263508126	0.26027171842354413	598	0.21600268336998707	0.0
Aquatic	0006418	0.05626804194852676	0.048338530710996475	-0.06825201316300016	0.18078809706005367	0.15396548693073103	0.3957989335782636	596	0.002275939506845903	0.42205710056144863
Aquatic	0006419	0.13274153660211704	0.03101790130834912	0.0528394228318097	0.2126436503724244	-0.9919205941675076	0.25395508743794465	595	0.0299587956404056	8.639151015010782e-06
Aquatic	0006420	0.09665955750650856	0.021278888106772427	0.041845141743462794	0.15147397326955434	-0.7524633264841786	0.1742649084512904	589	0.033958570053800874	1.97239116950243e-06
Aquatic	0006423	0.02127389006548159	0.018739043800264685	-0.026997886764000237	0.06954566689496341	-0.14505550191824682	0.15341048936545829	598	0.0021578167923292924	0.44021107266689175
Aquatic	0006424	-0.08349794566073737	0.06571235147034439	-0.2527729630483445	0.0857770717268698	1.6001463063043855	0.5379657630277876	598	0.002701695411208349	1.6422313777835824
Aquatic	0006426	0.008619327494736345	0.04324174585838978	-0.10277140983647573	0.12001006482594842	0.38164006968696523	0.35399950839961314	592	6.733782231915786e-05	0.9750230464947567
Aquatic	0006427	-0.002893950513513762	0.008973362948003254	-0.026009333467570145	0.02022143244054262	0.030628911240997522	0.07346201950216939	598	0.00017448162199396045	1.064069736103217
Aquatic	0006428	0.021569200262446034	0.009751464050128765	-0.003550571130685666	0.046688971655577734	-0.16820781260545453	0.07980509575314075	593	0.008210328573868275	0.04439426225850829
Aquatic	0006429	-0.0045626758838255305	0.0037108038374872687	-0.014121706569192734	0.004996354801541673	0.038495999849622375	0.03038045251492666	593	0.0025515625404485265	1.6180484467809204
Aquatic	0006430	0.14934343852285764	0.03633608426182491	0.05574168546439667	0.2429451915813186	-1.0761525665390224	0.29747176684395976	598	0.02756206036849329	2.1356553005169587e-05
Aquatic	0006431	0.026544778846429164	0.015023559807272912	-0.012155911217105856	0.06524546890996419	-0.1973900280302273	0.12301646769701977	595	0.005236938566617666	0.13704668009996746
Aquatic	0006432	0.025401575725912645	0.009657156460484248	0.0005247406837052201	0.05027841076812007	0.4795514552921947	0.07906001577629909	598	0.01147529994389307	0.012221436462224844
Aquatic	0006433	0.0550339154280283	0.016892419528519595	0.011519042722561823	0.09854878813349478	-0.4245694856285417	0.13831614549539809	593	0.017642462686484284	0.0011626521915220067
Aquatic	0006434	0.03961584454317907	0.010216867143419916	0.013297194781729364	0.06593449430462878	-0.3148085837067162	0.08364218606670755	598	0.024605731749060777	6.968298945286833e-05
Aquatic	0006435	0.11563988701195747	0.01895201800533106	0.06681948863022466	0.1644602853936903	-0.9128707996113788	0.15515404028351476	598	0.05879525074962055	5.085842857965872e-11
Aquatic	0006436	0.16607976327729235	0.02618420048374774	0.09862926283115817	0.23353026372342653	-1.289085897841675	0.21436157856668614	598	0.06323250023784832	7.534861623526012e-12
Aquatic	0006437	0.0890107751755155	0.021105240998791797	0.03464367436262784	0.14337787598840318	-0.6864337983316433	0.17278178034648975	598	0.02897922696078592	1.2084298337100563e-05
Aquatic	0006438	0.004430944678906151	0.0037047934676324927	-0.00511260329371515	0.013974492651527452	-0.03508798315660488	0.030334101275067218	595	0.0024063767466068198	0.4022683346288982
Aquatic	0006457	0.44961706158574444	0.04943275735288442	0.32227827864471414	0.5769558445267747	-1.6169133969352272	0.4046899925642332	598	0.12188765383328504	0.0
Aquatic	0006465	0.4101621806885064	0.06070395180209114	0.2537888008463196	0.5665355605306932	-2.6451991052243327	0.4969636152002834	598	0.07115026163986737	2.384759056894836e-13
Aquatic	0006508	0.8521065967046574	0.04223731475747175	0.7433032738894102	0.9609099195199046	-3.41853912764827	0.34578323181757603	598	0.40578312150598295	0.0
Aquatic	0006520	0.6182893410651101	0.054566232849103946	0.4777267252458184	0.7588519568844019	-3.7313597552554656	0.44671609573228827	598	0.17724024972027208	0.0
Aquatic	0006522	0.14686468300812552	0.03426940642656018	0.05858669205330651	0.23514267396294453	-1.1096694711712285	0.28063523325762946	569	0.03137573201442412	8.357533578973175e-06
Aquatic	0006541	0.4981750148095799	0.060078506126705344	0.3434127830271869	0.6529372465919728	-3.5989158067263882	0.4919603448062687	595	0.10390254488469874	0.0
